File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Speaker_id,Age,Gender,Machine_Suggestion
,Akayaga ntikagira agatotsi,L'air est pur.,The air is pure.,general,,,,
,Akazi kanyu nakahe?,Quel est votre travail?,What is your job?,general,,,,
,Akazi k’í bwămi kīca uwĭcaye.,"Le palais peut avoir de l'or, mais il a aussi de lourds fardeaux..","The palace may have gold, but it also has heavy burdens.",proverbs,,,,
,Akaziri karîzana.,Le malheur arrive sans annonce.,Misfortune comes without announcement.,proverbs,,,,
,Akaziri ntíkaziríkwa.,"Les problèmes frappent à chaque porte, grande ou petite.","Troubles knock on every door, big or small.",proverbs,,,,
,Akazímiye ntáho katarōndérerwa.,"Dans le labyrinthe de la perte, cherche chaque passage possible.","In the labyrinth of loss, seek every possible passage.",proverbs,,,,
,Akazîkīrá k'úmugabo kazīkwa n'îsí.,La tombe cache l'animosité d'un homme.,The tomb conceals a man's animosity.,proverbs,,,,
,Akora ikí ?,Que fait-il ?,What does he do?,jokes,,,,
,Akâna k'ûmwôro kīrabura kátarogá.,La main de la pauvreté peut rendre même un bel enfant semblant abandonné.,Poverty's hand can make even a lovely child seem forlorn.,proverbs,,,,
,Akâna karí ubwênge gasīnzīra imbonamwūko.,Un individu sage se positionne là où les opportunités sont les plus visibles.,A wise individual positions themselves where opportunities are most visible.,proverbs,,,,
,Akêzá karîgura.,Un bon produit se vend de lui-même.,A good product sells itself.,proverbs,,,,
,Akêzá kēza umutíma.,Les choses les plus belles apportent la plus grande joie.,The most beautiful things bring the greatest joy.,proverbs,,,,
,Akăhabāye ntíkahavá.,"Ce qui est fait est fait, cela ne peut être défait.","What is done is done, it cannot be undone.",proverbs,,,,
,Akăje karêmerwa.,"Accepte la nuit, car elle dévoile les étoiles.","Accept the night, for it unveils the stars.",proverbs,,,,
,Akăje kárusha imbwá kwōta kaba gáshāka gushá.,Les fous se précipitent là où les anges craignent de s'aventurer.,Fools rush in where angels fear to tread.,proverbs,,,,
,Akămi kā mūntu ní umutíma wîwé.,Le cœur est le joyau de l'homme.,The heart is the jewel of a man.,proverbs,,,,
,Akănse urahéba.,Il vaut mieux abandonner une tâche impossible que de perdre du temps et de l'énergie.,It is better to abandon an impossible task than to waste time and energy.,proverbs,,,,
,Akŏsha umusyi kava mū ngásīro.,"Celui qui présente la tentation se trouve toujours à proximité, souvent parmi vos plus chers.","The one who presents temptation is always found close by, often among your dearest.",proverbs,,,,
,Akŭzuye ntíkamuríkwa.,Les faits visibles n'ont pas besoin de confirmation.,Visible facts need no confirmation.,proverbs,,,,
,Amaborōgo y'ûmwâgazi ntátērá impuhwe ingwe.,Les larmes de l'agneau ne touchent pas le cœur du tigre.,The lamb's tears do not move the tiger's heart.,proverbs,,,,
,Amabárankúru yashíkanye inyěnzi i Buha.,Un auditeur dévoué voyage loin pour des histoires qui captivent.,A dedicated listener journeys far for tales that captivate.,proverbs,,,,
,Amabóko ashikîriye ubuhîye yībagira umushike.,La fatigue de l'ouvrier fatigué s'efface lorsque le trésor du succès brille devant lui.,The weary laborer's fatigue fades when the treasure of success gleams before them.,proverbs,,,,
,Amabóko matīndi y'úmukŏbwa asegura uwĭshe sé.,Une femme insensée aide involontairement ses propres ennemis.,A foolish woman unwittingly aids her own enemies.,proverbs,,,,
,Amabānga abiri ntábāngíkana(w)a.,Vous ne pouvez pas monter deux chevaux avec un derrière.,You cannot ride two horses with one behind.,proverbs,,,,
,Amacúmu arwānyá inzara ní amasúka.,La table de l'abondance est dressée par la main laborieuse.,The table of abundance is set by the laboring hand.,proverbs,,,,
,Amacúmu atērwa abagabo.,Seuls les forts peuvent supporter le poids des défis de la vie.,Only the strong can bear the weight of life's challenges.,proverbs,,,,
,Amaguru yītāngira ku buriri agatāhira mu mirâmbizo.,Ceux qui s'efforcent d'être à l'avant-plan finissent souvent par être à la traîne.,Those who strive to be in the forefront often end up trailing behind.,proverbs,,,,
,Amagára aruta amagana.,Un corps sain vaut plus que toutes les richesses.,A healthy body is worth more than all the riches.,proverbs,,,,
,Amagúfa abiri ntábāngíkana mw'ītáma.,On ne peut pas tenir deux os dans la bouche simultanément.,Two bones cannot be held in the mouth simultaneously.,proverbs,,,,
,Amagŏrwa ntásigá ayăndi.,Les ennuis ne viennent jamais seuls.,Troubles never come alone.,proverbs,,,,
,Amagŏrwa sí ay'ŭmwe.,"L'adversité ne discrimine pas, elle touche tout le monde.","Adversity does not discriminate, it touches everyone.",proverbs,,,,
,Amaherá ntíyīrírwa ahó yarāyé.,"Comme le vent, l'argent voyage et change de mains.","Like the wind, money travels and changes hands.",proverbs,,,,
,Amahása avyinirwa ahό yavūkíye.,Les jumeaux sont célébrés là où ils sont nés.,Twins are celebrated where they were born.,proverbs,,,,
,Amahóro aba mū nda.,La vraie paix se trouve dans les profondeurs de l'âme.,True peace is found in the depths of the soul.,proverbs,,,,
,Amahóro aruta amahōnda.,"La paix est le véritable sustento de l'âme, surpassant tout festin.","Peace is the true sustenance of the soul, surpassing any feast.",proverbs,,,,
,Amahóro atāngurira mu mutíma.,La paix commence de l'intérieur.,Peace starts from within.,proverbs,,,,
,Amahóro ava (ahēra) mū nda.,La paix vient de l'intérieur.,Peace is from within.,proverbs,,,,
,Amajambo mashasha y’Ikirundi aravuka,les Nouveaux mots Kirundi naissent,New Kirundi words are born,general,,,,
,"Amakenga aba menshi, aca yiva inyuma ahenura urugi, arinjira.Asanga ibirago biriko birasha, urusenge narwo rugira rufatwe.","Les doutes prennent le dessus,puis il prend tout ces forces et poussant la porte, dès l'entrée il voit le tapis qui prenait feu et le toit etait sur le point de prendre le feu.","Doubts take over, then he takes all his strength and pushes the door, as soon as he enters he sees the carpet catching fire and the roof was about to catch fire.",general,,,,
,Amakúru atarímwo umukúru yāma arí amazímwe.,L'histoire est solide quand elle est confirmée par une voix officielle.,The story is solid when it echoes from the official voice.,proverbs,,,,
,Amanyáma arasara ntásabá.,L'arrogance disparaît face au besoin.,Arrogance disappears in the face of need.,proverbs,,,,
,Amanyáma atērwa n'ágashămbara.,L'arrogance est une ombre de prospérité qui disparaît avec l'adversité.,Arrogance is a shadow of prosperity that disappears with adversity.,proverbs,,,,
,Amarira ní umuheto w'úruhînja.,Les larmes sont le moyen pour un bébé d'exprimer ses besoins.,Tears are a baby's way of expressing needs.,proverbs,,,,
,Amarára ntágurá inyama.,Un désir excessif n'aboutit pas toujours à des résultats favorables.,Excess desire doesn't always lead to favorable outcomes.,proverbs,,,,
,Amaráso ava mu ruguma.,Une blessure libérera toujours du sang.,A wound will always release blood.,proverbs,,,,
,Amasabo aguma nk'ámabuye.,Demander de l'aide peut être une tâche redoutable.,Requesting assistance can be a daunting task.,proverbs,,,,
,Amasabo akwănkiye arāba imirázi.,Les signes d'échec apparaissent souvent dès le début.,The signs of failure often appear from the very beginning.,proverbs,,,,
,Amasabo arakíza.,Chercher de l'aide est la clé pour surmonter les défis.,Seeking help is the key to overcoming challenges.,proverbs,,,,
,Amasabo arîca.,Toujours s'appuyer sur les autres peut entraver la croissance personnelle.,Always leaning on others can hinder personal growth.,proverbs,,,,
,Amashure matoya atunganijwe mu myaka itandatu,L'école primaire est organisé  en six ans,Primary school is organized in six years,general,,,,
,Amashure yisumbuye,Écoles secondaires,Secondary schools,general,,,,
,Amashurwe ni meza.,Les fleurs sont belles.,The flowers are beautiful.,general,,,,
,Amasé ya kêra ntáhomá urutaro.,Les coutumes du passé ne correspondent plus aux comportements d'aujourd'hui.,The customs of the past no longer align with the behaviors of today.,proverbs,,,,
,Amasîndé y'înkúmi ntárārá.,Un champ dégagé d'une jeune fille ne reste pas inactif longtemps.,A cleared field of a young maiden doesn't stay idle for long.,proverbs,,,,
,Amasūnzu sí amasáka.,Ne tirez pas de conclusions basées sur l'apparence.,Don't jump to conclusions based on looks.,proverbs,,,,
,Amatwí yūmva icó umutíma ushasháye.,"Nous ne voyons pas les choses telles qu'elles sont, nous les voyons telles que nous sommes.","We don't see things as they are, we see things as we are.",proverbs,,,,
,Amaté mabí ní ayagîye gusa.,Même une petite portion vaut mieux que le vide complet.,Even a small portion is better than complete emptiness.,proverbs,,,,
,Amatégeko aremēra nk'ámabuye.,Les lois sont aussi rigides que les montagnes.,Laws are as rigid as mountains.,proverbs,,,,
,Amayira y'íshāmba amenywa n'îmêndé.,"Pour gagner en perspicacité, apprends de ceux qui ont vu la vue.","To gain insights, learn from those who have seen the view.",proverbs,,,,
,Amazi arakanye.,L'eau est froide.,The water is cold.,general,,,,
,Amazi asa neza,L'eau est très propre.,The water is very clean.,general,,,,
,Amazina yawe ni ayahe?,Quel est votre nom?,What is your name?,general,,,,
,Amáta y'ûmwôro ní umúfa.,"Dans le silence de la solitude, une voix douce est une musique pour les oreilles.","In the silence of loneliness, a soft voice is music to the ears.",proverbs,,,,
,Amâso arasuma arí kure.,"Même à distance, les yeux peuvent faire un achat.","Even from a distance, eyes can make a purchase.",proverbs,,,,
,Amâso y'íbikére ntábuzá abavôma.,"Vos actions vous appartiennent, indépendamment de l'opinion des autres.","Your actions are yours to choose, regardless of others' opinions.",proverbs,,,,
,Amâso y'ύwŭndi ntágushĭmira umugeni.,Personne ne peut pleinement saisir la beauté de ta femme comme toi.,No one can fully grasp the beauty of your wife like you do.,proverbs,,,,
,Amâzi arashûha ntíyībágira i bŭmbehó.,"Pendant que vous atteignez de grandes hauteurs, ne perdez pas de vue vos origines et ceux qui vous ont soutenu.","While you achieve great heights, don't lose sight of your origins and the ones who supported you.",proverbs,,,,
,Amâzi asūmira ku mabuye.,L'eau crée du bruit ou du son lorsqu'elle rencontre des obstacles comme des pierres sur son chemin.,Water creates noise or sound when it encounters obstacles like stones in its path.,proverbs,,,,
,Amâzi iyό abāyé maké aharirwa impfîzi.,"En période de pénurie, les plus forts s'accaparent tout.","In times of scarcity, the strongest claim it all.",proverbs,,,,
,Amâzi masabano ntámará imvyíro.,"Un homme satisfait est celui qui cherche les choses par lui-même, pas celui à qui tout est donné.","A satisfied man is the one who seeks things by himself, not the one to whom everything is given.",proverbs,,,,
,Amênyo aragutwēnga arí ayâwé.,"Dans certaines situations, on peut trouver de l'humour en examinant comment on a pris une certaine décision malheureuse.","In certain situations, you can find humor in examining how you made a certain unfortunate decision.",proverbs,,,,
,Amênyo araryâna kăndi yêra.,Des dents blanches peuvent cacher une douleur invisible.,White teeth may hold unseen pain.,proverbs,,,,
,Amênyo aratwēnga asíze intîmba mū nda.,Un visage joyeux peut cacher un cœur tourmenté.,A cheerful face may mask a troubled heart.,proverbs,,,,
,Amîshitso y'úmugeni yōza inkόno icūmbá.,Son comportement est particulièrement agréable lorsqu'elle vient de se marier.,Her behavior is especially pleasant when she's just married.,proverbs,,,,
,Amôsozi y'úmugabo atēmba ája mū nda.,Les larmes de l'homme tombent dans le puits de son cœur.,Man's tears fall into the well of his heart.,proverbs,,,,
,Amûnguranká ní yo mazíkēsha.,"Gardez les yeux ouverts, ce qui est bénéfique aujourd'hui peut devenir un fardeau demain.","Keep your eyes open, what's beneficial today can become a burden tomorrow.",proverbs,,,,
,Amēru y'úmukwé amara indŏngoranywa.,"Lorsque l'irresponsabilité et la cupidité se combinent, un homme peut épuiser ses ressources avant de remplir leur objectif initial.","When irresponsibility and greed combine, a man might exhaust his resources before fulfilling their original purpose.",proverbs,,,,
,Arakora imyimenyerezo kenshi gashoboka,Il fait du sport régulièrement.,He exercises regularly.,general,,,,
,Arandika ibaruwa.,Elle écrit une lettre.,She writes a letter.,general,,,,
,Aratwara imodoka,Il conduit une voiture.,He drives a car.,general,,,,
,Aravuza igitari.,Il joue de la guitare.,He plays the guitar.,general,,,,
,Ari i Bujumbura,Il est à Bujumbura,He is in Bujumbura,general,,,,
,Ariko akora ikinga.,Il répare la bicyclette.,He repairs the bicycle.,general,,,,
,Ariko akora imyimenyerezo ngorora mubiri,Elle fait du yoga.,She does yoga.,general,,,,
,Ariko arakora ikinga.,Il répare la bicyclette.,He repairs the bicycle.,general,,,,
,Ariko aranyonga imodoka,Il conduit une voiture.,He drives a car.,general,,,,
,Ariko aravuza igitari.,Il joue de la guitare.,He plays the guitar.,general,,,,
,Ariko aririmba indirimbo.,Elle chante une chanson.,She sings a song.,general,,,,
,Ariko hari ingere n’agaheta,Mais je manque de mots,But I'm short of words,general,,,,
,Ariko hari ivyo dukwiye guheba,Mais il y a certains chose à laisser,But there are some things to leave,general,,,,
,Ariko ivyo vyose kugeza unomusi vyinshi vyarahindutse kubera haje ISHURE SHINGIRO,Désormais beaucoup des choses ont changé depuis l'arrivée de l'école fondamentale,Now a lot of things have changed since the arrival of basic school,general,,,,
,"Ariko ngaho, haragoye cane, ni mw'isamirizi","Mais là, c'est très dur, c'est à la radio","But there, it's very hard, it's on the radio",general,,,,
,"Ariko rero, navyo birafise amategeko abigenga","Cependant, il a aussi ses propres règles","However, it also has its own rules",general,,,,
,Ariko yandika ibaruwa.,Elle écrit une lettre.,She writes a letter.,general,,,,
,Ariko yandika ikete.,Elle écrit une lettre.,She writes a letter.,general,,,,
,Ariruka buri gitondo.,Il court tous les matins.,He runs every morning.,general,,,,
,Asa numuntu afise agahinda uyu musi.,Il semble triste aujourd'hui.,He seems sad today.,general,,,,
,"Asanga iraso rirajojota. Akubitiza akajisho hasi, abona ya mbugita. Aca aramuhanagura ya maraso yongera aramuvura.","Il constatant qu'elle saignait. En jetant un œil par dessous,il voyant le couteau. Il l'a lavé tout son sang et la soigner","He noticed that she was bleeding. Peeking out from underneath, he saw the knife. He washed away all her blood and healed her",general,,,,
